Top100,Name,Pos,Org,Age,H,W,B,T,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,FB Type,FB,SL,CB,CH,CMD,RPM FB,RPM Break,Sits,Tops,FV,playerId
,Anthony Seigler,C,NYY,23.1277777,"6' 0""",190,S,S,30 / 40,60,50,30 / 35,40 / 40,45 / 40,45 / 55,,,,,,,,,,,35+,sa3006894
,Eric Yang,C,CIN,24.3611111,"5' 11""",185,R,R,35 / 55,55,55,30 / 30,35 / 40,30 / 30,40 / 50,,,,,,,,,,,35+,sa1169769
,Justice Thompson,CF,CIN,22.0777777,"6' 4""",205,R,R,30 / 40,45,45,30 / 35,40 / 45,55 / 55,40 / 50,,,,,,,,,,,35+,sa3017395
,Ryder Green,RF,NYY,22.2527777,"6' 2""",195,R,R,30 / 40,55,40,30 / 55,65 / 70,55 / 50,45 / 50,,,,,,,,,,,35+,sa3007875
,Alexander Ramirez,RF,LAA,19.9361111,"6' 2""",215,R,R,20 / 40,45,40,25 / 60,55 / 70,55 / 50,30 / 50,,,,,,,,,,,35+,sa3008757
,Natanael Santana,RF,LAA,21.025,"6' 3""",190,R,R,30 / 35,40,40,30 / 55,55 / 70,60 / 60,30 / 50,,,,,,,,,,,35+,sa3008950
,Madison Santos,CF,NYY,22.9166666,"5' 10""",165,L,R,30 / 45,35,45,30 / 40,45 / 50,70 / 70,45 / 55,,,,,,,,,,,35+,sa3006206
,Fidel Montero,RF,NYY,18.6305555,"6' 2""",170,R,R,20 / 45,,,25 / 55,55 / 70,60 / 50,30 / 50,,,,,,,,,,,35+,sa3015856
,Hunter Bishop,LF,SFG,24.1138888,"6' 5""",210,L,R,30 / 40,50,30,35 / 55,70 / 70,55 / 55,40 / 45,,,,,,,,,,,35+,sa3011413
,Brandon Lockridge,CF,NYY,25.3944444,"6' 1""",185,R,R,30 / 40,50,40,30 / 35,45 / 45,80 / 80,60 / 70,,,,,,,,,,,35+,sa3006856
,Grant McCray,CF,SFG,21.6638888,"6' 2""",190,L,R,30 / 40,50,40,35 / 45,45 / 55,60 / 60,40 / 50,,,,,,,,,,,35+,sa3010042
,Hayden Cantrelle,2B,SFG,23.6972222,"5' 11""",175,S,R,20 / 30,40,55,30 / 45,45 / 50,60 / 60,35 / 45,,,,,,,,,,,35+,sa3014426
,Josh Breaux,C,NYY,24.8305555,"6' 1""",220,R,R,30 / 40,,40,30 / 55,70 / 70,30 / 30,30 / 40,,,,,,,,,,,35+,sa3008051
,Onil Perez,C,SFG,19.9055555,"6' 1""",187,R,R,20 / 45,,,20 / 45,40 / 50,30 / 30,40 / 50,,,,,,,,,,,35+,sa3015610
,Tyler Fitzgerald,SS,SFG,24.8916666,"6' 3""",185,R,R,30 / 45,45,40,30 / 40,45 / 50,55 / 50,45 / 50,,,,,,,,,,,35+,sa3011257
,David Calabrese,CF,LAA,19.8611111,"5' 11""",160,L,R,20 / 50,60,40,20 / 30,20 / 35,60 / 60,40 / 50,,,,,,,,,,,35+,sa3014507
,Jimmy Glowenke,2B,SFG,23.1694444,"5' 10""",175,R,R,35 / 55,60,60,30 / 35,45 / 45,40 / 40,40 / 45,,,,,,,,,,,35+,sa3014548
,Zach Watson,CF,BAL,25.1138888,"6' 0""",166,S,R,30 / 30,20,50,30 / 40,60 / 60,70 / 70,60 / 70,,,,,,,,,,,35+,sa3011258
,Cadyn Grenier,SS,BAL,25.7666666,"5' 10""",188,R,R,30 / 35,55,40,35 / 45,50 / 50,70 / 70,50 / 55,,,,,,,,,,,35+,sa3008140
,Anthony Servideo,SS,BAL,23.4027777,"5' 10""",175,L,R,30 / 40,60,40,35 / 45,45 / 50,55 / 55,45 / 55,,,,,,,,,,,35+,sa3014472
,John Rhodes,3B,BAL,21.975,"6' 0""",200,R,R,30 / 35,,,30 / 45,50 / 55,50 / 50,30 / 40,,,,,,,,,,,35+,sa3017162
,Aaron Bracho,2B,CLE,21.2833333,"5' 11""",175,S,R,30 / 35,50,40,35 / 50,60 / 60,40 / 40,30 / 35,,,,,,,,,,,35+,sa3010018
,Won-Bin Cho,LF,STL,18.9611111,"6' 3""",200,L,L,20 / 40,,,25 / 55,45 / 60,40 / 40,30 / 50,,,,,,,,,,,35+,sa3019526
,Jake Fox,SS,CLE,19.4833333,"6' 0""",185,L,R,25 / 55,,,20 / 35,40 / 45,45 / 45,30 / 45,,,,,,,,,,,35+,sa3017734
,Angel Arevalo,2B,OAK,18.8444444,"5' 10""",182,R,R,25 / 55,40,55,20 / 30,30 / 40,60 / 60,40 / 50,,,,,,,,,,,35+,sa3016972
,Alexfri Planez,RF,CLE,20.9694444,"6' 2""",180,R,R,30 / 35,30,35,35 / 55,55 / 60,45 / 45,30 / 50,,,,,,,,,,,35+,sa3005515
,Robert Puason,SS,OAK,19.9027777,"6' 1""",185,S,R,20 / 30,40,30,20 / 45,45 / 60,50 / 50,45 / 55,,,,,,,,,,,35+,sa3014697
,Junior Sanquintin,3B,CLE,20.5777777,"6' 0""",180,S,R,30 / 40,30,45,30 / 40,50 / 55,40 / 40,35 / 40,,,,,,,,,,,35+,sa3010863
,Moises Gomez,RF,STL,23.9416666,"5' 11""",200,R,R,30 / 35,30,50,45 / 50,60 / 60,40 / 40,40 / 40,,,,,,,,,,,35+,sa875163
,David Fry,C,CLE,26.7111111,"6' 0""",215,R,R,40 / 40,50,45,35 / 45,50 / 50,35 / 35,40 / 45,,,,,,,,,,,35+,sa3006787
,Chandler Redmond,1B,STL,25.575,"6' 1""",231,L,R,20 / 20,60,30,50 / 55,70 / 70,30 / 30,30 / 30,,,,,,,,,,,35+,sa1170749
,Darren Baker,2B,WSN,23.4861111,"6' 0""",180,L,R,35 / 55,,,30 / 35,30 / 35,55 / 55,40 / 50,,,,,,,,,,,35,sa3017554
,Jake Eder,SIRP,MIA,23.825,"6' 4""",215,L,L,,,,,,,,Rise,55 / 60,70 / 70,,40 / 45,35 / 40,2100,2600,92-95,97,45+,sa3014917
,Cade Horton,SP,CHC,20.9611111,"6' 2""",190,R,R,,,,,,,,Rise,55 / 60,60 / 60,55 / 55,35 / 50,30 / 50,,,93-96,98,45+,
,Jhoan Duran,SP,MIN,24.5777777,"6' 5""",230,R,R,,,,,,,,Sink,60 / 60,,50 / 50,,40 / 45,1800,2500,95-99,101,45+,21029
,Matt Canterino,MIRP,MIN,24.6444444,"6' 2""",222,R,R,,,,,,,,Cut/Rise,55 / 55,55 / 60,50 / 55,55 / 60,40 / 45,2200,2450,91-96,98,45+,sa3011530
,Ryne Nelson,SP,ARI,24.5138888,"6' 3""",184,R,R,,,,,,,,Rise,60 / 70,55 / 60,55 / 60,40 / 45,40 / 45,2300,2550,93-96,98,45+,sa3011524
,Blake Walston,SP,ARI,21.1055555,"6' 5""",175,L,L,,,,,,,,Rise,35 / 45,45 / 50,55 / 60,45 / 55,35 / 55,2150,2450,88-92,94,45+,sa3011814
,Alec Marsh,SP,KCR,24.2277777,"6' 2""",225,R,R,,,,,,,,Rise,60 / 60,50 / 55,50 / 50,45 / 50,40 / 45,2400,2350,94-97,100,45+,sa1159950
,Matt Allan,SP,NYM,21.3027777,"6' 3""",210,R,R,,,,,,,,Rise,55 / 60,,55 / 70,45 / 60,30 / 45,2450,2600,93-96,97,45+,sa3011740
,Yoendrys Gomez,SP,NYY,22.8083333,"6' 3""",215,R,R,,,,,,,,Rise/Tail,55 / 60,,50 / 55,40 / 50,40 / 55,2550,2650,93-96,98,45+,sa3004650
,Maddux Bruns,SP,LAD,20.1277777,"6' 2""",210,L,L,,,,,,,,Rise,55 / 60,55 / 60,60 / 70,,20 / 45,,,93-97,98,45+,sa3017782
,Wikelman Gonzalez,SP,BOS,20.3638888,"6' 0""",170,R,R,,,,,,,,Rise/Tail,55 / 60,50 / 55,,55 / 60,25 / 50,,2900,94-96,98,45+,sa3008687
,Josh Winckowski,MIRP,BOS,24.1055555,"6' 4""",202,R,R,,,,,,,,Rise,55 / 55,60 / 60,,40 / 45,45 / 50,,,93-96,98,45,22387
,Connor Seabold,SP,BOS,26.5333333,"6' 2""",190,R,R,,,,,,,,Rise,40 / 40,50 / 50,45 / 45,55 / 60,55 / 60,,,90-93,94,45,19695
,Brandon Walter,MIRP,BOS,25.9111111,"6' 2""",200,L,L,,,,,,,,Tail,60 / 60,60 / 60,,50 / 55,40 / 50,2300,2800,92-95,96,45,sa3010826
,Jordy Vargas,SP,COL,18.75,"6' 3""",153,R,R,,,,,,,,Tail,50 / 60,,55 / 60,30 / 55,25 / 55,2450,2900,92-96,98,45,sa3016052
,Gabriel Hughes,SP,COL,20.9555555,"6' 5""",230,R,R,,,,,,,,Cut/Sink,50 / 55,50 / 60,,40 / 50,30 / 50,2050,2250,91-94,96,45,
,Hans Crouse,MIRP,PHI,23.8916666,"6' 4""",180,R,R,,,,,,,,Tail,55 / 55,50 / 60,,45 / 50,40 / 45,2550,2400,92-96,98,45,22192
,Cole Wilcox,SP,TBR,23.0611111,"6' 5""",230,R,R,,,,,,,,Sink/Tail,55 / 60,55 / 60,,45 / 55,35 / 45,1950,2250,93-97,100,45,sa3014443
,Ian Seymour,MIRP,TBR,23.6472222,"6' 0""",190,L,L,,,,,,,,Tail,45 / 45,50 / 55,,50 / 55,50 / 55,2300,2300,93-95,96,45,sa3014512
,Sandy Gaston,SIRP,TBR,20.6388888,"6' 0""",215,R,R,,,,,,,,Rise,70 / 80,,50 / 55,45 / 50,30 / 40,2100,2250,96-99,100,45,sa3011136
,Dax Fulton,SP,MIA,20.8055555,"6' 6""",230,L,L,,,,,,,,Sink,40 / 40,,60 / 60,45 / 55,35 / 55,,,90-94,96,45,sa3014535
,Reese Olson,SP,DET,23.0166666,"6' 1""",160,R,R,,,,,,,,Rise,55 / 55,60 / 60,50 / 55,60 / 60,30 / 40,,,93-96,97,45,sa3008513
,Jared Jones,SP,PIT,21,"6' 1""",180,R,R,,,,,,,,Rise,60 / 60,55 / 60,55 / 55,40 / 50,30 / 45,2550,2700,93-97,99,45,sa3014459
,Bubba Chandler,SP,PIT,19.8944444,"6' 3""",200,S,R,,,,,,,,Rise,35 / 55,,45 / 55,35 / 50,25 / 55,,,88-91,92,45,sa3017428
,Ty Madden,SP,DET,22.4583333,"6' 3""",200,R,R,,,,,,,,Rise,45 / 50,55 / 60,45 / 45,45 / 50,35 / 55,,,91-95,98,45,sa3018141
,Joey Wentz,SP,DET,24.8333333,"6' 5""",209,L,L,,,,,,,,Cut/Rise,45 / 45,50 / 50,45 / 50,55 / 60,45 / 55,2350,2350,88-92,94,45,19962
,Mike Burrows,SIRP,PIT,22.7444444,"6' 2""",183,R,R,,,,,,,,Rise,55 / 55,,70 / 70,40 / 45,40 / 40,2500,3000,94-96,97,45,sa3008517
,Caleb Kilian,SP,CHC,25.1777777,"6' 4""",180,R,R,,,,,,,,Tail,55 / 55,45 / 45,45 / 50,45 / 50,60 / 70,2200,2250,92-96,98,45,26213
,Jordan Wicks,SP,CHC,22.9305555,"6' 3""",220,L,L,,,,,,,,Rise,40 / 45,45 / 50,40 / 45,60 / 70,35 / 60,2350,2450,88-92,93,45,sa3017894
,DJ Herz,MIRP,CHC,21.5888888,"6' 2""",175,L,L,,,,,,,,Tail,50 / 55,45 / 50,,60 / 70,30 / 35,2250,2200,91-94,96,45,sa3011680
,Ethan Small,SP,MIL,25.4777777,"6' 3""",214,L,L,,,,,,,,RIse,50 / 55,,40 / 45,55 / 60,45 / 55,2200,2400,91-94,96,45,26364
,Jackson Ferris,SIRP,CHC,18.5583333,"6' 4""",190,L,L,,,,,,,,Rise,50 / 60,,50 / 55,45 / 55,20 / 45,,,92-95,96,45,
,Jacob Misiorowski,SP,MIL,20.3416666,"6' 7""",185,R,R,,,,,,,,Tail/Rise,65 / 70,50 / 60,,20 / 45,30 / 45,,,94-97,100,45,
,Marc Church,SIRP,TEX,21.35,"6' 3""",190,R,R,,,,,,,,Rise,70 / 70,55 / 60,,,35 / 55,,,94-96,97,45,sa3015080
,Ronny Henriquez,SP,MIN,22.1277777,"5' 8""",155,R,R,,,,,,,,Rise/Tail,55 / 55,50 / 55,,55 / 55,45 / 55,2400,2500,93-96,97,45,sa3005835
,Simeon Woods Richardson,SP,MIN,21.8583333,"6' 3""",210,R,R,,,,,,,,Cut/Rise,40 / 45,40 / 45,50 / 50,55 / 60,50 / 60,2300,2350,90-94,97,45,sa3008423
,Connor Prielipp,SIRP,MIN,21.5722222,"6' 1""",195,L,L,,,,,,,,Rise,55 / 60,70 / 70,,,30 / 40,2000,2200,94-97,99,45,
,Slade Cecconi,SP,ARI,23.1166666,"6' 4""",219,R,R,,,,,,,,Rise/Tail,45 / 50,55 / 60,50 / 55,40 / 45,35 / 50,2300,2300,92-96,97,45,sa3014739
,Bryce Jarvis,SP,ARI,24.6111111,"6' 2""",195,L,R,,,,,,,,Rise,50 / 50,50 / 55,45 / 45,50 / 55,40 / 55,2200,2200,92-94,97,45,sa3014437
,Luis Frias,SIRP,ARI,24.2027777,"6' 3""",245,R,R,,,,,,,,Sink,55 / 55,45 / 45,45 / 45,,30 / 40,2300,2350,93-98,99,45,21997
,Brandon Barriera,SP,TOR,18.4222222,"6' 1""",170,L,L,,,,,,,,Sink/Tail,50 / 60,55 / 60,45 / 50,40 / 55,20 / 50,,,92-95,98,45,
,Taylor Dollard,SP,SEA,23.4694444,"6' 3""",195,R,R,,,,,,,,Tail,40 / 45,55 / 60,45 / 45,45 / 50,35 / 60,2050,2800,90-93,94,45,sa3014982
,Emerson Hancock,SP,SEA,23.1833333,"6' 4""",213,R,R,,,,,,,,Tail,45 / 50,55 / 60,45 / 50,55 / 60,35 / 55,2450,2200,93-96,97,45,sa3014456
,Blade Tidwell,SP,NYM,21.1611111,"6' 4""",200,R,R,,,,,,,,Cut/Rise,55 / 60,50 / 55,,30 / 50,30 / 50,2200,2400,92-96,98,45,
,Eric Orze,SP,NYM,24.9583333,"6' 4""",195,R,R,,,,,,,,Rise,45 / 50,45 / 50,,,45 / 55,,,93-95,96,45,sa3014793
,Connor Phillips,MIRP,CIN,21.2555555,"6' 2""",190,R,R,,,,,,,,Rise/Tail,50 / 60,60 / 60,50 / 55,,30 / 40,2400,2300,93-95,98,45,sa3014433
,Jared Shuster,SP,ATL,24.0083333,"6' 3""",210,L,L,,,,,,,,Rise,40 / 45,45 / 50,,55 / 60,45 / 60,2300,2100,91-93,95,45,sa3014483
,Kyle Muller,SIRP,ATL,24.8305555,"6' 7""",250,R,L,,,,,,,,Rise,70 / 70,60 / 60,55 / 55,45 / 45,30 / 35,2600,2200,95-96,98,45,20167
,Owen Murphy,SP,ATL,18.8583333,"6' 1""",190,R,R,,,,,,,,Rise,50 / 55,50 / 60,55 / 60,,25 / 55,,,91-94,96,45,
,JR Ritchie,SP,ATL,19.1111111,"6' 2""",185,R,R,,,,,,,,Rise/Tail,50 / 60,,55 / 60,40 / 50,20 / 50,,,91-94,96,45,
,Gregory Santos,SIRP,SFG,22.9388888,"6' 2""",215,R,R,,,,,,,,Cut,60 / 60,70 / 70,,45 / 45,40 / 45,2400,2400,94-99,101,45,21894
,Will Bednar,SP,SFG,22.1472222,"6' 2""",230,R,R,,,,,,,,Tail,45 / 50,55 / 60,50 / 55,30 / 45,30 / 50,2500,2800,92-94,96,45,sa3017844
,Chase Silseth,SP,LAA,22.2166666,"6' 0""",215,R,R,,,,,,,,Sink,45 / 50,45 / 50,40 / 45,45 / 55,30 / 40,2250,2500,93-95,98,45,30074
,Carson Whisenhunt,SP,SFG,21.7944444,"6' 4""",209,L,L,,,,,,,,Rise/Tail,40 / 45,,45 / 50,60 / 70,35 / 60,,,89-92,94,45,
,Sam Bachman,SIRP,LAA,22.85,"6' 1""",225,R,R,,,,,,,,Tail,65 / 65,55 / 60,,35 / 40,30 / 40,2200,2350,95-99,101,45,sa3017261
,Drew Thorpe,SP,NYY,20.8472222,"6' 4""",205,R,R,,,,,,,,Sink/Tail,35 / 50,50 / 55,,55 / 60,35 / 70,2050,2350,88-92,94,45,
,Clayton Beeter,SIRP,NYY,23.825,"6' 2""",220,R,R,,,,,,,,Rise,60 / 60,60 / 60,60 / 60,,30 / 40,2550,2800,94-97,98,45,sa3014536
,Luis Gil,SIRP,NYY,24.175,"6' 3""",225,R,R,,,,,,,,Rise,60 / 70,55 / 60,,30 / 40,35 / 40,2350,2450,93-97,99,45,21052
,Xzavion Curry,SP,CLE,24.025,"5' 11""",190,R,R,,,,,,,,Rise,60 / 60,45 / 50,50 / 55,30 / 35,55 / 60,2300,2550,89-94,95,45,25595
,Gunnar Hoglund,SP,OAK,22.6361111,"6' 5""",210,L,R,,,,,,,,Tail,50 / 50,60 / 60,,40 / 50,35 / 70,,,90-94,96,45,
,Parker Messick,SP,CLE,21.7777777,"6' 0""",235,L,L,,,,,,,,Rise,45 / 50,45 / 50,40 / 40,60 / 70,35 / 60,,,89-92,94,45,
,Ryan Cusick,SIRP,OAK,22.7333333,"6' 6""",215,R,R,,,,,,,,Rise/Tail,70 / 70,55 / 60,,,30 / 35,2400,2200,94-97,100,45,sa3017385
,J.T. Ginn,SP,OAK,23.2111111,"6' 2""",200,R,R,,,,,,,,Sink,50 / 55,60 / 60,,40 / 50,35 / 55,2050,2350,91-94,96,45,sa3014428
,Justin Campbell,SP,CLE,21.4777777,"6' 7""",219,R,R,,,,,,,,Rise,45 / 50,45 / 50,,50 / 60,30 / 50,,,91-94,97,45,
,Cooper Hjerpe,SP,STL,21.3888888,"6' 3""",200,L,L,,,,,,,,Rise/Tail,45 / 50,50 / 55,45 / 45,50 / 55,35 / 55,,,88-92,95,45,
,Michael Grove,SP,LAD,25.6333333,"6' 3""",200,R,R,,,,,,,,Rise,55 / 60,45 / 50,55 / 55,40 / 40,45 / 50,2300,2500,90-93,95,45,23221
,Landon Knack,SP,LAD,25.5583333,"6' 2""",225,R,R,,,,,,,,Rise,60 / 60,,50 / 55,45 / 50,40 / 50,2400,2550,94-97,99,45,sa3014518
,Edgardo Henriquez,SP,LAD,20.1166666,"6' 4""",215,R,R,,,,,,,,Rise,60 / 65,55 / 60,50 / 50,30 / 45,30 / 50,,,94-98,100,45,sa3009613
,Andre Jackson,SP,LAD,26.2638888,"6' 3""",210,R,R,,,,,,,,Rise,50 / 50,,45 / 50,50 / 60,50 / 55,2400,2400,90-93,95,45,21298
,Bryan Mata,MIRP,BOS,23.2583333,"6' 3""",238,R,R,,,,,,,,Sink,60 / 60,45 / 45,50 / 50,55 / 60,40 / 50,2500,2600,93-96,99,40+,sa917784
,Thad Ward,MIRP,BOS,25.5555555,"6' 3""",192,R,R,,,,,,,,Tail,45 / 50,50 / 55,45 / 45,40 / 45,40 / 45,2250,2700,90-94,96,40+,sa3008098
,Noah Song,SP,BOS,25.1888888,"6' 4""",200,R,R,,,,,,,,Rise/Tail,55 / 60,50 / 55,50 / 55,40 / 45,40 / 50,2350,2500,93-95,99,40+,sa3011695
,Victor Juarez,SP,COL,19.1305555,"6' 0""",173,R,R,,,,,,,,Rise,40 / 50,,50 / 55,45 / 55,35 / 70,2150,2400,92-94,95,40+,sa3016226
,Griff McGarry,MIRP,PHI,23.1611111,"6' 2""",190,R,R,,,,,,,,Tail,55 / 60,55 / 60,,60 / 60,30 / 35,2550,3000,93-96,98,40+,sa3017130
,Erik Miller,MIRP,PHI,24.4805555,"6' 5""",220,L,L,,,,,,,,Sink,45 / 50,50 / 55,50 / 55,55 / 60,30 / 50,2350,2750,93-95,97,40+,sa3011336
,Sam Weatherly,SIRP,COL,23.1888888,"6' 3""",205,L,L,,,,,,,,Tail,55 / 55,55 / 60,50 / 55,40 / 45,30 / 45,2350,2850,92-95,97,40+,sa3014455
,Jaden Hill,MIRP,COL,22.6222222,"6' 4""",215,R,R,,,,,,,,Sink,60 / 60,45 / 50,45 / 45,60 / 70,30 / 40,2150,2400,94-97,99,40+,
,Francisco Morales,SIRP,PHI,22.775,"6' 4""",185,R,R,,,,,,,,Tail,55 / 60,60 / 70,,35 / 45,30 / 45,2500,2400,93-96,98,40+,22913
,Colby White,SIRP,TBR,24.0888888,"6' 0""",190,R,R,,,,,,,,Cut/Rise,70 / 70,45 / 50,,,30 / 40,2400,2450,92-95,97,40+,sa3011200
,Nick Bitsko,SP,TBR,20.1388888,"6' 3""",220,R,R,,,,,,,,Rise,50 / 60,,50 / 60,35 / 50,30 / 50,,,92-95,97,40+,sa3014476
,JJ Goss,SP,TBR,21.6138888,"6' 3""",185,R,R,,,,,,,,Tail,40 / 45,50 / 55,,,35 / 55,2600,2400,91-94,96,40+,sa3011420
,Sixto Sanchez,SP,MIA,24.0194444,"6' 0""",234,R,R,,,,,,,,Tail,60 / 60,50 / 50,,60 / 70,50 / 55,2100,2400,95-99,101,40+,19680
,Jacob Miller,SP,MIA,18.9888888,"6' 2""",180,R,R,,,,,,,,Tail,45 / 50,55 / 60,55 / 60,30 / 45,20 / 50,,,92-95,98,40+,
,Anthony Solometo,SP,PIT,19.6777777,"6' 5""",220,L,L,,,,,,,,Tail,40 / 50,55 / 60,,,25 / 60,,,87-90,94,40+,sa3018259
,Wilmer Flores,SIRP,DET,21.4611111,"6' 4""",225,R,R,,,,,,,,Rise,60 / 70,45 / 50,55 / 60,,30 / 40,,,93-96,98,40+,sa3015223
,Kyle Nicolas,SIRP,PIT,23.4555555,"6' 4""",223,R,R,,,,,,,,Rise,55 / 60,55 / 60,45 / 45,30 / 30,30 / 40,2400,2500,93-5,97,40+,sa3014523
,Luis Ortiz,SIRP,PIT,23.525,"6' 2""",185,R,R,,,,,,,,Tail/Rise,55 / 70,60 / 60,,30 / 40,30 / 50,2350,2350,93-96,99,40+,sa1172057
,Colin Holderman,SIRP,PIT,26.8277777,"6' 7""",240,R,R,,,,,,,,Sink/Tail,65 / 65,55 / 60,,40 / 45,50 / 55,,,94-96,98,40+,22361
,J.C. Flowers,SIRP,PIT,24.2138888,"6' 3""",190,R,R,,,,,,,,Tail,55 / 60,60 / 70,,40 / 50,40 / 45,2350,2450,92-95,97,40+,sa3011493
,Ricky DeVito,SIRP,PIT,23.9583333,"6' 3""",195,S,R,,,,,,,,None,50 / 50,55 / 60,45 / 45,,30 / 40,2200,,92-95,97,40+,sa1116003
,Hayden Wesneski,SP,CHC,24.6694444,"6' 3""",210,R,R,,,,,,,,Tail,50 / 55,60 / 60,,45 / 50,45 / 45,2150,2600,92-95,96,40+,sa3010617
,Ben Leeper,SIRP,CHC,25.1416666,"6' 0""",195,R,R,,,,,,,,Rise,65 / 70,55 / 60,,,30 / 35,2450,2600,95-98,99,40+,sa3014907
,Ryan Jensen,MIRP,CHC,24.7027777,"6' 0""",180,R,R,,,,,,,,Sink/Tail,60 / 60,50 / 50,45 / 50,45 / 50,35 / 45,2350,2250,93-96,99,40+,sa3011496
,Brailyn Marquez,SIRP,CHC,23.5166666,"6' 4""",240,L,L,,,,,,,,Sink/Tail,70 / 70,45 / 45,,50 / 55,30 / 35,2250,2250,93-97,100,40+,21896
,Abner Uribe,SIRP,MIL,22.1277777,"6' 2""",200,R,R,,,,,,,,Rise/Tail,70 / 70,60 / 70,,,20 / 35,2500,2600,98-101,103,40+,sa3008177
,Zac Leigh,MIRP,CHC,24.7277777,"6' 0""",170,R,R,,,,,,,,Tail/Rise,45 / 50,45 / 50,,50 / 60,30 / 45,2450,2750,91-95,98,40+,sa3017873
,Daniel Palencia,SP,CHC,22.5027777,"5' 11""",210,R,R,,,,,,,,Tail/Rise,60 / 60,,50 / 55,,30 / 45,2300,2200,96-98,99,40+,sa3015122
,Drew Gray,SP,CHC,19.2416666,"6' 3""",189,L,L,,,,,,,,Rise,40 / 55,,45 / 60,30 / 45,20 / 45,2500,2800,88-92,93,40+,sa3017964
,Kumar Rocker,SP,TEX,22.7055555,"6' 5""",250,R,R,,,,,,,,Tail,55 / 55,55 / 60,,45 / 55,30 / 45,2250,2300,93-96,98,40+,
,A.J. Alexy,SIRP,TEX,24.2916666,"6' 4""",195,R,R,,,,,,,,Rise,55 / 55,50 / 50,55 / 55,50 / 55,30 / 35,2250,2400,93-97,99,40+,22343
,Dane Acker,SP,TEX,23.3472222,"6' 2""",189,R,R,,,,,,,,,55 / 60,45 / 50,45 / 50,40 / 45,30 / 45,,,92-97,99,40+,sa3014924
,Antoine Kelly,SIRP,TEX,22.6694444,"6' 5""",205,L,L,,,,,,,,Rise/Tail,60 / 60,60 / 70,,,30 / 40,2250,2500,93-96,98,40+,sa3011135
,Jayden Murray,SP,HOU,25.3194444,"6' 1""",190,R,R,,,,,,,,Rise,50 / 50,60 / 60,,40 / 45,50 / 60,2500,2500,90-94,96,40+,sa1170405
,Marco Raya,SP,MIN,19.9972222,"6' 0""",165,R,R,,,,,,,,Rise/Cut,40 / 50,45 / 50,,40 / 55,35 / 55,,,92-96,98,40+,sa3014550
,Cole Sands,MIRP,MIN,25.0527777,"6' 3""",215,R,R,,,,,,,,Tail,55 / 55,,70 / 70,45 / 50,40 / 45,2450,3000,91-94,96,40+,21461
,Steven Wilson,SIRP,SDP,27.95,"6' 3""",221,R,R,,,,,,,,Rise,70 / 70,50 / 50,,30 / 30,40 / 45,2400,2600,94-97,99,40+,20353
,Adam Mazur,SP,SDP,21.2944444,"6' 2""",180,R,R,,,,,,,,Rise,45 / 55,55 / 60,,40 / 50,30 / 50,,,88-94,99,40+,
,Robby Snelling,SP,SDP,18.6305555,"6' 3""",220,R,L,,,,,,,,Sink,45 / 50,,50 / 55,30 / 45,20 / 50,,,88-93,96,40+,
,Norge Vera,SP,CHW,22.1805555,"6' 3""",185,R,R,,,,,,,,,45 / 50,,50 / 55,40 / 50,30 / 50,2250,,90-94,97,40+,sa3017468
,Jordan Balazovic,SP,MIN,23.8861111,"6' 4""",215,R,R,,,,,,,,Rise,55 / 55,50 / 55,55 / 55,40 / 45,45 / 55,2150,2200,93-96,97,40+,sa918017
,Reiss Knehr,MIRP,SDP,25.7583333,"6' 0""",205,R,R,,,,,,,,Tail,45 / 45,,50 / 50,50 / 55,40 / 45,2350,2350,92-94,96,40+,21541
,Noah Schultz,SP,CHW,19.0027777,"6' 9""",230,L,L,,,,,,,,Tail,45 / 55,40 / 50,,30 / 45,20 / 50,,,88-93,95,40+,
,Jay Groome,SP,SDP,23.9527777,"6' 5""",262,L,L,,,,,,,,Rise,50 / 50,40 / 45,55 / 55,45 / 50,40 / 50,2250,2500,92-94,95,40+,sa917925
,Jared Kelley,SIRP,CHW,20.8416666,"6' 2""",225,R,R,,,,,,,,Sink,55 / 60,30 / 40,,60 / 70,30 / 50,2250,1900,92-96,99,40+,sa3014471
,Landon Sims,MIRP,ARI,21.5916666,"6' 2""",216,R,R,,,,,,,,Rise,60 / 60,55 / 60,,40 / 45,30 / 45,2250,2450,93-96,98,40+,
,CJ Van Eyk,SP,TOR,23.8916666,"6' 1""",200,R,R,,,,,,,,Rise,50 / 50,50 / 55,45 / 50,50 / 55,30 / 45,2250,,91-94,96,40+,sa3014713
,Frank Mozzicato,SP,KCR,19.1305555,"6' 3""",170,L,L,,,,,,,,Rise,30 / 55,20 / 55,55 / 60,30 / 50,20 / 55,,,88-92,94,40+,sa3018242
,Sem Robberse,SP,TOR,20.8166666,"6' 1""",160,R,R,,,,,,,,Rise,45 / 50,45 / 55,50 / 55,30 / 50,30 / 50,2400,2500,88-81,93,40+,sa3011735
,Jonathan Bowlan,SP,KCR,25.6805555,"6' 6""",240,R,R,,,,,,,,Sink,50 / 55,50 / 55,,40 / 45,50 / 60,2250,2300,91-95,97,40+,sa3006973
,Ben Kudrna,SP,KCR,19.5166666,"6' 3""",183,R,R,,,,,,,,Sink/Tail,50 / 55,45 / 50,,50 / 60,20 / 45,,,91-95,96,40+,sa3018253
