Name,Top100,Pos,Class,Org,Age,H,W,B,T,Hit,Game,Raw,Spd,Fld,Arm,FB,SL,CB,CH,CMD,Bio.Class,Ht,Wt,Pos.Class
Bubba Chandler,NA,SP,Pitcher,PIT,20,60,60,S,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,55,Pitcher,"6' 3""",200,SP
Buddy Kennedy,NA,3B,Position,ARI,24,50,60,R,R,50,50,50,50,40,45,NA,NA,NA,NA,NA,Position,"6' 1""",200,CI
Burl Carraway,NA,SIRP,Pitcher,CHC,23,40,50,L,L,NA,NA,NA,NA,NA,NA,70,NA,70,NA,30,Pitcher,"5' 11""",177,RP
Cade Cavalli,26,SP,Pitcher,WSN,24,60,80,R,R,NA,NA,NA,NA,NA,NA,70,60,60,60,45,Pitcher,"6' 4""",240,SP
Cade Doughty,NA,3B,Position,TOR,21,50,60,R,R,50,60,60,50,40,40,NA,NA,NA,NA,NA,Position,"6' 1""",205,CI
Cade Halemanu,NA,SIRP,Pitcher,TBR,22,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,60,40,Pitcher,"6' 4""",215,RP
Cade Horton,NA,SP,Pitcher,CHC,21,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,50,50,Pitcher,"6' 2""",190,SP
Cade Hunter,NA,C,Catcher,CIN,21,60,60,L,R,40,50,60,40,60,45,NA,NA,NA,NA,NA,Position,"6' 2""",200,C
Cade Marlowe,NA,CF,Position,SEA,25,50,60,L,R,40,50,50,60,50,40,NA,NA,NA,NA,NA,Position,"6' 1""",210,OF
Cade Povich,NA,SP,Pitcher,BAL,22,60,50,L,L,NA,NA,NA,NA,NA,NA,50,NA,60,50,60,Pitcher,"6' 3""",185,SP
Cadyn Grenier,NA,SS,Position,BAL,25,40,50,R,R,40,50,50,70,60,60,NA,NA,NA,NA,NA,Position,"5' 10""",188,MI
Cal Conley,NA,DH,Position,ATL,23,40,50,S,R,50,50,60,40,40,40,NA,NA,NA,NA,NA,Position,"5' 10""",175,DH
Caleb Freeman,NA,SIRP,Pitcher,CHW,24,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,NA,40,Pitcher,"6' 1""",190,RP
Caleb Kilian,NA,SP,Pitcher,CHC,25,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,50,50,70,Pitcher,"6' 4""",180,SP
Calvin Faucher,NA,SIRP,Pitcher,TBR,27,50,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,70,NA,40,Pitcher,"6' 1""",190,RP
Calvin Ziegler,NA,SP,Pitcher,NYM,20,50,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"6' 0""",205,SP
Cam Cannon,NA,2B,Position,BOS,24,40,60,R,R,60,40,50,40,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",205,MI
Cam Collier,NA,3B,Position,CIN,17,50,60,L,R,50,60,60,40,60,70,NA,NA,NA,NA,NA,Position,"6' 1""",215,CI
Cam Eden,NA,CF,Position,TOR,24,50,50,R,R,50,40,40,60,50,NA,NA,NA,NA,NA,NA,Position,"6' 1""",181,OF
Cam Robinson,NA,SIRP,Pitcher,MIL,23,40,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,NA,35,Pitcher,"5' 11""",187,RP
Cameron Cauley,NA,SS,Position,TEX,19,40,40,R,R,50,30,40,60,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",170,MI
Canaan Smith-Njigba,NA,LF,Position,PIT,23,50,60,L,R,50,50,60,50,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",215,OF
Carlos Colmenarez,NA,SS,Position,TBR,18,50,50,L,R,60,60,60,60,60,60,NA,NA,NA,NA,NA,Position,"6' 1""",175,MI
Carlos De Los Santos,NA,SIRP,Pitcher,LAD,21,60,40,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,30,Pitcher,"6' 2""",170,RP
Carlos Duran,NA,SIRP,Pitcher,LAD,21,80,80,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,50,40,Pitcher,"6' 7""",240,RP
Carlos Jorge,NA,2B,Position,CIN,19,40,40,L,R,60,30,40,60,50,40,NA,NA,NA,NA,NA,Position,"5' 9""",155,MI
Carlos Rodriguez,NA,LF,Position,MIL,21,40,30,L,L,60,30,40,70,60,50,NA,NA,NA,NA,NA,Position,"5' 10""",150,OF
Carlos Tavera,NA,MIRP,Pitcher,BAL,24,50,50,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,60,50,Pitcher,"6' 1""",195,RP
Carlos Vargas,NA,SIRP,Pitcher,CLE,22,60,50,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,40,Pitcher,"6' 3""",180,RP
Carmen Mlodzinski,NA,MIRP,Pitcher,PIT,23,60,70,R,R,NA,NA,NA,NA,NA,NA,50,50,NA,50,50,Pitcher,"6' 2""",232,RP
Carson Palmquist,NA,MIRP,Pitcher,COL,21,60,50,L,L,NA,NA,NA,NA,NA,NA,50,50,NA,50,45,Pitcher,"6' 3""",185,RP
Carson Ragsdale,NA,SP,Pitcher,SFG,24,80,70,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,NA,55,Pitcher,"6' 8""",225,SP
Carson Spiers,NA,SP,Pitcher,CIN,24,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,55,Pitcher,"6' 3""",205,SP
Carson Taylor,NA,C,Catcher,LAD,23,60,60,S,R,40,40,60,20,40,40,NA,NA,NA,NA,NA,Position,"6' 2""",205,C
Carson Whisenhunt,NA,SP,Pitcher,SFG,21,60,60,L,L,NA,NA,NA,NA,NA,NA,50,NA,50,70,60,Pitcher,"6' 4""",209,SP
Carson Williams,NA,SS,Position,TBR,19,50,50,R,R,50,50,50,60,60,70,NA,NA,NA,NA,NA,Position,"6' 0""",180,MI
Carson Williams,NA,SS,Position,TBR,19,50,50,R,R,NA,NA,NA,NA,NA,70,60,60,NA,50,45,Position,"6' 0""",180,MI
Carter Baumler,NA,SP,Pitcher,BAL,20,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,45,Pitcher,"6' 2""",195,SP
Carter Bins,NA,C,Catcher,PIT,24,50,60,R,R,40,40,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",205,C
Carter Jensen,NA,C,Catcher,KCR,19,50,60,L,R,40,50,50,30,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",210,C
Carter Young,NA,SS,Position,BAL,21,50,50,S,R,40,50,50,60,60,60,NA,NA,NA,NA,NA,Position,"6' 0""",185,MI
Casey Martin,NA,SS,Position,PHI,23,40,50,R,R,40,50,60,80,50,55,NA,NA,NA,NA,NA,Position,"5' 11""",180,MI
Casey Schmitt,NA,3B,Position,SFG,23,60,60,R,R,60,50,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",200,CI
Cayden Wallace,NA,3B,Position,KCR,21,50,60,R,R,40,60,60,50,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",205,CI
Cayne Ueckert,NA,SIRP,Pitcher,CHC,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 3""",195,RP
Ceddanne Rafaela,NA,CF,Position,BOS,22,30,30,R,R,50,50,50,60,70,NA,NA,NA,NA,NA,NA,Position,"5' 8""",152,OF
Cesar Prieto,NA,2B,Position,BAL,23,30,40,L,R,60,40,40,50,50,40,NA,NA,NA,NA,NA,Position,"5' 8""",170,MI
Chad Dallas,NA,MIRP,Pitcher,TOR,22,40,60,R,R,NA,NA,NA,NA,NA,NA,50,70,50,50,40,Pitcher,"5' 11""",206,RP
Chandler Redmond,NA,1B,Position,STL,25,50,70,L,R,20,60,70,30,30,40,NA,NA,NA,NA,NA,Position,"6' 1""",231,CI
Chandler Simpson,NA,2B,Position,TBR,21,60,40,L,R,60,30,30,80,40,30,NA,NA,NA,NA,NA,Position,"6' 2""",170,MI
Charlie Welch,NA,C,Catcher,SEA,22,50,60,R,R,50,40,50,30,40,40,NA,NA,NA,NA,NA,Position,"6' 0""",205,C
Charlis Aquino,NA,SS,Position,SDP,20,60,40,R,R,40,50,50,50,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",165,MI
Chase DeLauter,NA,RF,Position,CLE,21,60,70,L,L,60,60,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",230,OF
Chase Estep,NA,2B,Position,NYM,22,50,60,L,R,40,50,60,40,50,NA,NA,NA,NA,NA,NA,Position,"6' 0""",200,MI
Chase Petty,NA,SIRP,Pitcher,CIN,19,60,50,R,R,NA,NA,NA,NA,NA,NA,60,70,NA,60,45,Pitcher,"6' 3""",175,RP
Chase Silseth,NA,SP,Pitcher,LAA,22,50,60,R,R,NA,NA,NA,NA,NA,NA,50,50,50,60,40,Pitcher,"6' 0""",215,SP
Chase Strumpf,NA,3B,Position,CHC,24,50,50,R,R,60,40,50,50,60,50,NA,NA,NA,NA,NA,Position,"6' 1""",191,CI
Chase Walter,NA,SIRP,Pitcher,SDP,24,80,80,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 7""",260,RP
Chavez Young,NA,CF,Position,TOR,25,50,50,S,R,50,50,50,60,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",195,OF
Chayce McDermott,NA,SP,Pitcher,BAL,24,60,60,L,R,NA,NA,NA,NA,NA,NA,60,60,60,40,45,Pitcher,"6' 3""",197,SP
Chih-Jung Liu,NA,SIRP,Pitcher,BOS,23,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 0""",185,RP
Chris Clarke,NA,SP,Pitcher,CHC,24,80,60,R,R,NA,NA,NA,NA,NA,NA,40,50,60,50,60,Pitcher,"6' 7""",215,SP
Chris McElvain,NA,SP,Pitcher,CIN,22,50,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,45,Pitcher,"6' 0""",205,SP
Chris McMahon,NA,SP,Pitcher,COL,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,60,50,Pitcher,"6' 2""",205,SP
Chris Muller,NA,SIRP,Pitcher,TBR,26,70,60,R,R,NA,NA,NA,NA,NA,NA,60,50,NA,NA,35,Pitcher,"6' 5""",210,RP
Chris Murphy,NA,MIRP,Pitcher,BOS,24,50,50,L,L,NA,NA,NA,NA,NA,NA,50,40,50,60,40,Pitcher,"6' 1""",188,RP
Chris Vallimont,NA,MIRP,Pitcher,BAL,25,70,70,R,R,NA,NA,NA,NA,NA,NA,60,60,50,50,40,Pitcher,"6' 5""",220,RP
Christian Cerda,NA,C,Catcher,ARI,19,50,70,R,R,50,40,60,20,50,45,NA,NA,NA,NA,NA,Position,"6' 1""",220,C
Christian Chamberlain,NA,SIRP,Pitcher,KCR,23,40,40,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,50,35,Pitcher,"5' 11""",172,RP
Christian Encarnacion-Strand,NA,3B,Position,CIN,22,50,70,R,R,40,60,70,40,40,60,NA,NA,NA,NA,NA,Position,"6' 0""",224,CI
Christian Fernandez,NA,SP,Pitcher,OAK,23,60,40,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,50,Pitcher,"6' 2""",170,SP
Christian Franklin,NA,CF,Position,CHC,22,40,50,R,R,40,50,50,50,50,45,NA,NA,NA,NA,NA,Position,"5' 11""",195,OF
Christian MacLeod,NA,SP,Pitcher,MIN,22,60,70,L,L,NA,NA,NA,NA,NA,NA,50,NA,60,50,40,Pitcher,"6' 4""",227,SP
Christian Montes De Oca,NA,SIRP,Pitcher,ARI,23,60,70,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 4""",230,RP
Christian Roa,NA,SP,Pitcher,CIN,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,50,60,60,50,Pitcher,"6' 4""",210,SP
Christian Scott,NA,SP,Pitcher,NYM,23,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,40,45,Pitcher,"6' 4""",215,SP
Christopher Paciolla,NA,3B,Position,CHC,18,60,50,R,R,50,50,50,40,60,50,NA,NA,NA,NA,NA,Position,"6' 2""",185,CI
CJ Van Eyk,NA,SP,Pitcher,TOR,24,50,60,R,R,NA,NA,NA,NA,NA,NA,50,60,50,60,45,Pitcher,"6' 1""",200,SP
Clayton Andrews,NA,SIRP,Pitcher,MIL,25,30,40,L,L,NA,NA,NA,NA,NA,NA,30,50,NA,60,50,Pitcher,"5' 6""",160,RP
Clayton Beeter,NA,SIRP,Pitcher,NYY,24,60,70,R,R,NA,NA,NA,NA,NA,NA,60,60,60,NA,40,Pitcher,"6' 2""",220,RP
Coby Mayo,53,RF,Position,BAL,20,70,60,R,R,60,60,70,40,50,60,NA,NA,NA,NA,NA,Position,"6' 5""",215,OF
Cody Bolton,NA,SIRP,Pitcher,PIT,24,60,50,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 3""",185,RP
Cody Freeman,NA,C,Catcher,TEX,21,40,50,R,R,50,30,40,30,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",180,C
Cody Morissette,NA,2B,Position,MIA,22,50,50,L,R,60,50,50,60,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",175,MI
Cody Morris,NA,MIRP,Pitcher,CLE,25,70,70,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,60,45,Pitcher,"6' 5""",225,RP
Cody Thomas,NA,RF,Position,OAK,28,60,60,L,R,40,60,60,60,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",211,OF
Colby White,NA,SIRP,Pitcher,TBR,24,50,50,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,NA,40,Pitcher,"6' 0""",190,RP
Cole Henry,95,MIRP,Pitcher,WSN,23,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,45,Pitcher,"6' 4""",215,RP
Cole Phillips,NA,SP,Pitcher,ATL,19,60,60,R,R,NA,NA,NA,NA,NA,NA,70,50,NA,50,50,Pitcher,"6' 3""",200,SP
Cole Sands,NA,MIRP,Pitcher,MIN,25,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,70,50,45,Pitcher,"6' 3""",215,RP
Cole Uvila,NA,SIRP,Pitcher,BAL,28,60,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,50,60,40,Pitcher,"6' 3""",206,RP
Cole Waites,NA,SIRP,Pitcher,SFG,24,60,50,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,NA,35,Pitcher,"6' 3""",180,RP
Cole Wilcox,NA,SP,Pitcher,TBR,23,70,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,60,45,Pitcher,"6' 5""",230,SP
Cole Winn,107,SP,Pitcher,TEX,22,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,60,55,Pitcher,"6' 2""",190,SP
Cole Young,NA,SS,Position,SEA,19,50,50,L,R,60,40,50,40,60,50,NA,NA,NA,NA,NA,Position,"6' 0""",180,MI
Coleman Crow,NA,MIRP,Pitcher,LAA,21,50,50,R,R,NA,NA,NA,NA,NA,NA,40,60,60,40,55,Pitcher,"6' 0""",175,RP
Colin Barber,NA,CF,Position,HOU,21,50,50,L,L,70,50,50,60,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",194,OF
Colin Holderman,NA,SIRP,Pitcher,PIT,27,80,80,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,55,Pitcher,"6' 7""",240,RP
Colin Peluse,NA,MIRP,Pitcher,OAK,24,60,70,R,R,NA,NA,NA,NA,NA,NA,70,60,NA,50,45,Pitcher,"6' 3""",230,RP
Collin Snider,NA,SIRP,Pitcher,KCR,26,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,60,Pitcher,"6' 4""",202,RP
Colson Montgomery,56,3B,Position,CHW,20,60,50,L,R,50,60,70,40,60,55,NA,NA,NA,NA,NA,Position,"6' 4""",190,CI
Colt Keith,77,3B,Position,DET,21,60,50,L,R,60,50,50,40,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",195,CI
Colton Cowser,44,CF,Position,BAL,22,60,50,L,R,70,50,50,60,60,50,NA,NA,NA,NA,NA,Position,"6' 3""",195,OF
Colton Welker,NA,3B,Position,COL,25,60,50,R,R,60,40,50,30,40,50,NA,NA,NA,NA,NA,Position,"6' 2""",195,CI
Connor Higgins,NA,SIRP,Pitcher,LAA,26,70,80,R,L,NA,NA,NA,NA,NA,NA,60,50,NA,NA,35,Pitcher,"6' 5""",240,RP
Connor Norby,NA,2B,Position,BAL,22,40,50,R,R,60,50,50,50,50,40,NA,NA,NA,NA,NA,Position,"5' 10""",187,MI
Connor Phillips,NA,MIRP,Pitcher,CIN,21,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,NA,40,Pitcher,"6' 2""",190,RP
Connor Prielipp,NA,SIRP,Pitcher,MIN,21,50,50,L,L,NA,NA,NA,NA,NA,NA,60,70,NA,NA,40,Pitcher,"6' 1""",195,RP
Connor Scott,NA,RF,Position,PIT,23,60,50,L,L,40,40,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",187,OF
Connor Seabold,NA,SP,Pitcher,BOS,26,60,50,R,R,NA,NA,NA,NA,NA,NA,40,50,50,60,60,Pitcher,"6' 2""",190,SP
Connor Wong,NA,C,Catcher,BOS,26,50,50,R,R,40,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",180,C
Conor Grammes,NA,SIRP,Pitcher,ARI,25,50,60,R,R,NA,NA,NA,NA,NA,NA,70,70,60,NA,35,Pitcher,"6' 1""",200,RP
Cooper Hjerpe,NA,SP,Pitcher,STL,21,60,60,L,L,NA,NA,NA,NA,NA,NA,50,60,50,60,55,Pitcher,"6' 3""",200,SP
Cooper Kinney,NA,3B,Position,TBR,19,60,60,L,R,60,50,50,40,50,50,NA,NA,NA,NA,NA,Position,"6' 3""",210,CI
Corbin Carroll,4,LF,Position,ARI,22,40,40,L,L,60,60,60,80,70,40,NA,NA,NA,NA,NA,Position,"5' 10""",165,OF
Corey Rosier,NA,CF,Position,BOS,23,40,50,L,R,50,40,40,70,60,30,NA,NA,NA,NA,NA,Position,"5' 10""",184,OF
Cory Thompson,NA,SIRP,Pitcher,STL,28,40,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,NA,60,50,Pitcher,"5' 11""",180,RP
Cristhian Vaquero,NA,CF,Position,WSN,18,60,50,L,R,50,60,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",180,OF
Cristian Gonzalez,NA,SS,Position,HOU,20,60,60,R,R,40,40,60,50,60,60,NA,NA,NA,NA,NA,Position,"6' 4""",210,MI
Cristian Hernandez,57,SS,Position,CHC,18,60,40,R,R,40,60,60,60,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",165,MI
Cristian Mena,NA,SP,Pitcher,CHW,19,60,40,R,R,NA,NA,NA,NA,NA,NA,50,NA,60,50,55,Pitcher,"6' 2""",170,SP
Cristian Santana,NA,SS,Position,DET,18,50,40,R,R,60,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Curtis Mead,23,LF,Position,TBR,21,60,50,R,R,60,50,60,40,40,30,NA,NA,NA,NA,NA,Position,"6' 2""",180,OF
Dahian Santos,NA,SP,Pitcher,TOR,19,40,40,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,50,45,Pitcher,"5' 11""",160,SP
Dalton Rushing,NA,C,Catcher,LAD,21,50,70,L,R,60,50,50,50,50,30,NA,NA,NA,NA,NA,Position,"6' 1""",220,C
Damon Jones,NA,SIRP,Pitcher,PHI,28,70,70,L,L,NA,NA,NA,NA,NA,NA,60,60,NA,NA,35,Pitcher,"6' 5""",225,RP
Dane Acker,NA,SP,Pitcher,TEX,23,60,50,R,R,NA,NA,NA,NA,NA,NA,60,50,50,50,45,Pitcher,"6' 2""",189,SP
Daniel Cabrera,NA,LF,Position,DET,24,50,50,L,L,50,50,50,40,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",195,OF
Daniel Duarte,NA,SIRP,Pitcher,CIN,25,50,70,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 1""",220,RP
Daniel Espino,13,SP,Pitcher,CLE,21,60,60,R,R,NA,NA,NA,NA,NA,NA,80,70,60,60,50,Pitcher,"6' 2""",215,SP
Daniel Palencia,NA,SP,Pitcher,CHC,22,40,60,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,NA,45,Pitcher,"5' 11""",210,SP
Daniel Robert,NA,SIRP,Pitcher,TEX,28,60,60,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 4""",210,RP
Daniel Susac,NA,C,Catcher,OAK,21,60,60,R,R,40,60,70,30,50,45,NA,NA,NA,NA,NA,Position,"6' 4""",205,C
Daniel Vasquez,NA,SS,Position,KCR,18,60,40,R,R,50,50,50,60,50,60,NA,NA,NA,NA,NA,Position,"6' 2""",170,MI
Daniel Vellojin,NA,C,Catcher,CIN,22,40,50,L,R,60,40,50,40,50,50,NA,NA,NA,NA,NA,Position,"5' 11""",185,C
Danny De Andrade,NA,SS,Position,MIN,18,50,40,R,R,50,40,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",165,MI
Dany Jimenez,NA,SIRP,Pitcher,OAK,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,30,Pitcher,"6' 3""",190,RP
Danyer Cueva,NA,SS,Position,TEX,18,50,50,L,R,50,50,60,40,40,50,NA,NA,NA,NA,NA,Position,"6' 1""",180,MI
Darell Hernaiz,NA,SS,Position,BAL,21,50,50,R,R,50,50,60,50,50,55,NA,NA,NA,NA,NA,Position,"6' 1""",185,MI
Dariel Lopez,NA,3B,Position,PIT,20,50,50,R,R,50,60,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 1""",183,CI
Darius Vines,NA,SP,Pitcher,ATL,24,50,50,R,R,NA,NA,NA,NA,NA,NA,50,NA,50,60,50,Pitcher,"6' 1""",190,SP
Darren Baker,NA,2B,Position,WSN,23,50,50,L,R,60,40,40,60,50,40,NA,NA,NA,NA,NA,Position,"6' 0""",180,MI
Darryl Collins,NA,LF,Position,KCR,20,60,60,L,R,60,30,50,50,50,40,NA,NA,NA,NA,NA,Position,"6' 2""",200,OF
Dauri Lorenzo,NA,SS,Position,HOU,19,50,40,S,R,60,50,50,50,50,50,NA,NA,NA,NA,NA,Position,"6' 1""",165,MI
David Calabrese,NA,CF,Position,LAA,20,40,40,L,R,50,30,40,60,50,40,NA,NA,NA,NA,NA,Position,"5' 11""",160,OF
David Festa,NA,SP,Pitcher,MIN,22,70,50,R,R,NA,NA,NA,NA,NA,NA,50,60,50,60,50,Pitcher,"6' 6""",185,SP
David Fry,NA,C,Catcher,CLE,26,50,60,R,R,40,50,50,40,50,50,NA,NA,NA,NA,NA,Position,"6' 0""",215,C
David Hamilton,NA,SS,Position,BOS,25,40,50,L,R,50,40,40,60,60,45,NA,NA,NA,NA,NA,Position,"5' 10""",175,MI
David Hensley,NA,3B,Position,HOU,26,70,50,R,R,60,50,50,40,50,50,NA,NA,NA,NA,NA,Position,"6' 6""",190,CI
Davis Daniel,NA,SIRP,Pitcher,LAA,25,50,50,R,R,NA,NA,NA,NA,NA,NA,60,60,60,40,50,Pitcher,"6' 1""",190,RP
Davis Sharpe,NA,SP,Pitcher,CLE,22,60,60,R,R,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,Pitcher,"6' 4""",215,SP
Davis Wendzel,NA,SS,Position,TEX,25,50,60,R,R,40,40,60,40,50,60,NA,NA,NA,NA,NA,Position,"6' 0""",206,MI
Dax Fulton,NA,SP,Pitcher,MIA,20,70,70,L,L,NA,NA,NA,NA,NA,NA,40,NA,60,60,55,Pitcher,"6' 6""",230,SP
Dayan Frias,NA,SS,Position,CLE,20,40,40,S,R,60,40,50,50,50,50,NA,NA,NA,NA,NA,Position,"5' 10""",165,MI
Daylen Lile,NA,LF,Position,WSN,19,50,50,L,R,40,60,60,50,50,45,NA,NA,NA,NA,NA,Position,"6' 0""",195,OF
Dedniel Nunez,NA,SIRP,Pitcher,NYM,26,60,50,R,R,NA,NA,NA,NA,NA,NA,60,60,NA,NA,40,Pitcher,"6' 2""",180,RP
Deivi Garcia,NA,SP,Pitcher,NYY,23,40,40,R,R,NA,NA,NA,NA,NA,NA,50,60,60,60,50,Pitcher,"5' 9""",163,SP
Denny Larrondo,NA,SP,Pitcher,NYY,20,60,50,R,R,NA,NA,NA,NA,NA,NA,60,NA,60,50,55,Pitcher,"6' 2""",180,SP
Denzel Clarke,NA,CF,Position,OAK,22,70,70,R,R,40,60,70,50,50,NA,NA,NA,NA,NA,NA,Position,"6' 5""",225,OF
Denzer Guzman,NA,SS,Position,LAA,18,60,40,R,R,50,40,50,40,50,45,NA,NA,NA,NA,NA,Position,"6' 2""",165,MI
Deyvison De Los Santos,NA,3B,Position,ARI,19,50,50,R,R,40,60,70,30,40,55,NA,NA,NA,NA,NA,Position,"6' 1""",195,CI
Diego Benitez,NA,3B,Position,ATL,17,50,50,R,R,60,50,60,40,60,60,NA,NA,NA,NA,NA,Position,"6' 1""",190,CI
Diego Cartaya,31,C,Catcher,LAD,21,60,70,R,R,50,60,60,30,50,70,NA,NA,NA,NA,NA,Position,"6' 3""",219,C
Diego Infante,NA,RF,Position,TBR,22,60,60,R,R,40,60,60,40,50,NA,NA,NA,NA,NA,NA,Position,"6' 2""",205,OF
Dillon Dingler,103,C,Catcher,DET,24,60,60,R,R,40,50,50,50,50,60,NA,NA,NA,NA,NA,Position,"6' 3""",210,C
DJ Herz,NA,MIRP,Pitcher,CHC,21,60,50,L,L,NA,NA,NA,NA,NA,NA,60,50,NA,70,35,Pitcher,"6' 2""",175,RP
DL Hall,30,MIRP,Pitcher,BAL,24,50,50,L,L,NA,NA,NA,NA,NA,NA,70,NA,60,60,40,Pitcher,"6' 0""",195,RP
Dominic Canzone,NA,RF,Position,ARI,25,50,50,L,R,50,50,60,30,50,NA,NA,NA,NA,NA,NA,Position,"6' 1""",190,OF
Dominic Hamel,NA,SP,Pitcher,NYM,23,40,50,R,R,NA,NA,NA,NA,NA,NA,50,60,60,50,45,Pitcher,"5' 11""",196,SP
Dominic Pipkin,NA,SIRP,Pitcher,PHI,22,60,40,R,R,NA,NA,NA,NA,NA,NA,60,50,50,60,50,Pitcher,"6' 4""",170,RP
Donny Sands,NA,C,Catcher,PHI,26,60,70,R,R,50,50,60,20,50,45,NA,NA,NA,NA,NA,Position,"6' 2""",225,C
Donta' Williams,NA,CF,Position,BAL,23,40,50,L,L,60,40,40,60,60,NA,NA,NA,NA,NA,NA,Position,"5' 10""",185,OF
Doug Nikhazy,NA,SP,Pitcher,CLE,23,40,60,L,L,NA,NA,NA,NA,NA,NA,50,50,60,40,55,Pitcher,"5' 11""",205,SP
Douglas Glod,NA,3B,Position,ATL,17,40,50,R,R,60,50,50,40,50,40,NA,NA,NA,NA,NA,Position,"5' 10""",185,CI
Drew Gilbert,NA,CF,Position,HOU,22,40,50,L,L,60,40,50,60,60,55,NA,NA,NA,NA,NA,Position,"5' 9""",185,OF
Drew Gray,NA,SP,Pitcher,CHC,19,60,50,L,L,NA,NA,NA,NA,NA,NA,60,NA,60,50,45,Pitcher,"6' 3""",189,SP
Drew Millas,NA,C,Catcher,WSN,24,60,60,S,R,40,30,50,50,60,60,NA,NA,NA,NA,NA,Position,"6' 2""",202,C
Drew Parrish,NA,SP,Pitcher,KCR,24,40,60,L,L,NA,NA,NA,NA,NA,NA,40,NA,50,60,55,Pitcher,"5' 11""",200,SP
